,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,Tanhaçu,-14.02,-41.25,78.37,51,64,13.33,BR,1595795202
372,Robertsport,6.75,-11.37,76.51,80,100,14.79,LR,1595795203
373,Icó,-6.4,-38.86,88.77,31,88,3.18,BR,1595795205
374,Tongzi,28.78,105.09,71.91,95,0,2.08,CN,1595795206
375,Kutum,14.2,24.67,78.4,57,77,23.85,SD,1595795207
376,Ambulu,-8.35,113.61,70.27,87,17,4.27,ID,1595795208
377,Roebourne,-20.78,117.13,64.94,29,36,12.62,AU,1595795209
378,San Patricio,19.22,-104.7,89.6,75,40,11.41,MX,1595794644
379,Rio Verde de Mato Grosso,-18.92,-54.84,89.17,20,29,6.15,BR,1595795212
380,Broome,42.25,-75.83,87.01,39,1,9.17,US,1595795213
381,San Carlos del Zulia,9.0,-71.91,90.09,57,100,1.79,VE,1595795214
382,Porto Torres,40.84,8.4,77.0,65,0,4.7,IT,1595795215
383,Namie,37.48,141.0,72.0,98,100,3.94,JP,1595795216
384,Cabo San Lucas,22.89,-109.91,88.0,66,5,11.41,MX,1595794924
385,Sitka,57.05,-135.33,55.4,87,75,9.17,US,1595795219
386,Cacoal,-11.44,-61.45,93.79,26,0,5.73,BR,1595795220
387,Ukiah,39.15,-123.21,96.01,24,1,5.82,US,1595795221
388,Lincoln,40.8,-96.67,87.01,70,75,11.41,US,1595795100
389,Vanimo,-2.67,141.3,77.4,82,100,5.32,PG,1595795223
390,Barstow,34.9,-117.02,98.6,11,1,3.36,US,1595795104
391,Emba,48.83,58.14,70.7,48,0,10.74,KZ,1595795225
392,Paamiut,61.99,-49.67,47.03,88,25,0.76,GL,1595794974
393,Tautira,-17.73,-149.15,82.4,69,20,14.99,PF,1595794974
394,Matara,5.95,80.54,78.64,88,100,8.72,LK,1595795229
395,Prince Rupert,54.32,-130.32,64.4,82,90,5.82,CA,1595795104
396,Formosa do Rio Preto,-11.05,-45.19,84.7,34,1,7.7,BR,1595795231
397,Looc,12.26,121.99,80.92,79,100,3.4,PH,1595795232
398,Baykit,61.67,96.37,54.45,84,90,2.08,RU,1595795234
399,Plettenberg Bay,-34.05,23.37,55.11,68,59,2.59,ZA,1595795235
400,Elko,41.0,-115.5,93.2,12,1,7.49,US,1595795224
401,Bambous Virieux,-20.34,57.76,70.0,73,75,18.34,MU,1595795237
402,Flinders,-34.58,150.86,62.01,98,100,8.99,AU,1595795238
403,Aquiraz,-3.9,-38.39,82.4,61,20,12.75,BR,1595795240
404,Doha,25.29,51.53,96.8,56,51,6.93,QA,1595795027
405,Taltal,-25.4,-70.48,63.79,54,22,2.08,CL,1595795218
406,Nikolayevsk-on-Amur,53.14,140.73,53.01,84,39,2.01,RU,1595795243
407,Wellington,-41.29,174.78,41.0,86,0,5.82,NZ,1595795053
408,Alta Floresta,-9.88,-56.09,93.45,21,0,6.13,BR,1595794620
409,Kashgar,39.45,75.98,80.74,27,69,6.22,CN,1595795033
410,Coquimbo,-29.95,-71.34,62.6,55,43,11.41,CL,1595795247
411,Lake Havasu City,34.48,-114.32,106.0,11,1,3.36,US,1595794977
412,Novobiryusinskiy,56.96,97.71,55.72,97,39,2.8,RU,1595795250
413,Sistranda,63.73,8.83,64.99,72,75,14.99,NO,1595795251
414,Rapid Valley,44.06,-103.15,82.99,30,20,12.75,US,1595795252
415,Yatou,37.15,122.38,69.03,81,100,2.8,CN,1595795253
416,Kozhva,65.11,57.05,58.95,71,34,4.07,RU,1595795254
417,Eyl,7.98,49.82,81.19,62,13,16.44,SO,1595795255
418,Faya,18.39,42.45,68.0,82,40,9.17,SA,1595795256
419,Aksu,41.12,80.26,82.27,29,81,12.3,CN,1595795258
420,Maniitsoq,65.42,-52.9,48.29,84,31,2.64,GL,1595795260
421,Tall Kayf,37.08,41.07,85.44,19,0,4.76,TR,1595795261
422,Gornopravdinsk,60.05,69.9,54.05,78,0,3.24,RU,1595795262
423,Awjilah,29.11,21.29,83.5,42,0,14.92,LY,1595795263
424,Banjarmasin,-3.32,114.59,77.0,88,90,2.24,ID,1595795264
425,Tanout,14.97,8.89,97.07,27,57,8.61,NE,1595795265
426,Tshane,-24.02,21.87,52.72,42,0,7.94,BW,1595795267
427,Dori,14.04,-0.03,88.74,50,51,8.03,BF,1595795268
428,Krasnosel'kup,65.7,82.47,48.83,68,6,13.94,RU,1595795269
429,Teyateyaneng,-29.15,27.75,38.52,69,0,2.28,LS,1595795270
430,Vardø,70.37,31.11,55.4,87,10,16.11,NO,1595795271
431,Guane,22.2,-84.09,86.95,67,92,12.44,CU,1595795272
432,Pārsābād,39.65,47.92,78.8,69,20,4.7,IR,1595795273
433,Gilbués,-9.83,-45.34,87.37,27,31,10.2,BR,1595795274
434,Arteaga,18.47,-102.42,77.76,74,64,2.68,MX,1595795276
435,Mabaruma,8.2,-59.78,84.74,74,38,5.19,GY,1595795277
436,Qasigiannguit,68.82,-51.19,44.6,93,100,4.7,GL,1595795278
437,Nantucket,41.28,-70.1,79.0,78,40,18.34,US,1595795018
438,Severobaykal'sk,55.65,109.32,57.24,67,100,6.38,RU,1595795280
439,Tiznit Province,29.58,-9.5,76.14,60,0,2.24,MA,1595795281
440,Lokvine,44.2,17.86,66.2,93,92,4.7,BA,1595794982
441,Bathsheba,13.22,-59.52,87.8,62,40,17.22,BB,1595795283
442,Sarangani,5.4,125.46,82.42,74,100,6.29,PH,1595795285
443,Riyadh,24.69,46.72,95.0,28,10,2.24,SA,1595795209
444,Burmakino,57.42,40.24,59.0,93,15,4.23,RU,1595795287
445,Sili,28.4,117.17,78.19,88,100,3.24,CN,1595795288
446,Sarakhs,36.54,61.16,91.4,24,0,4.7,IR,1595795289
447,Harbour Breton,47.48,-55.8,58.84,99,100,13.51,CA,1595795290
448,Mandalgovi,45.76,106.27,61.05,81,0,10.36,MN,1595795291
449,Achit,56.8,57.9,54.05,84,86,5.66,RU,1595795292
450,Meulaboh,4.14,96.13,75.99,88,100,3.85,ID,1595795294
451,Korčula,42.96,17.14,77.0,57,95,3.36,HR,1595795295
452,Nizhniy Tsasuchey,50.52,115.13,66.13,87,0,8.61,RU,1595795296
453,Pontianak,-0.03,109.33,74.66,95,100,4.54,ID,1595795297
454,Evensk,61.95,159.23,54.84,84,0,9.37,RU,1595795298
455,Sumbe,-11.21,13.84,70.21,87,0,6.69,AO,1595795299
456,Mossamedes,-15.2,12.15,66.25,88,2,4.43,AO,1595795300
457,Nabire,-3.37,135.48,75.52,88,98,3.76,ID,1595795106
458,Honningsvåg,70.98,25.97,68.0,52,16,16.11,NO,1595795302
459,Provost,52.35,-110.27,70.97,47,78,15.52,CA,1595795304
460,Valleyview,55.07,-117.29,73.38,50,12,8.39,CA,1595795305
461,Seymchan,62.88,152.43,65.23,54,16,7.96,RU,1595795306
462,Bandarbeyla,9.49,50.81,77.94,81,0,25.28,SO,1595795307
463,Santana do Ipanema,-9.38,-37.25,75.27,63,88,12.59,BR,1595795308
464,Comodoro Rivadavia,-45.87,-67.5,37.4,86,40,3.36,AR,1595795309
465,Kasungu,-13.03,33.48,55.54,77,2,4.38,MW,1595795311
466,Vila,42.03,-8.16,78.01,54,0,3.0,PT,1595795312
467,Husavik,66.04,-17.34,48.2,70,40,12.75,IS,1595795313
468,Östersund,63.18,14.64,59.0,77,94,11.41,SE,1595795314
469,Souillac,-20.52,57.52,69.8,73,75,18.34,MU,1595795315
470,Ilulissat,69.22,-51.1,44.6,93,100,4.7,GL,1595795316
471,Sungai Penuh,-2.08,101.38,62.73,94,53,2.62,ID,1595795317
472,Agüimes,27.91,-15.45,75.0,69,20,31.09,ES,1595795319
473,San Isidro,-12.12,-77.05,59.0,87,90,4.7,PE,1595795320
474,Oistins,13.07,-59.53,87.8,62,40,17.22,BB,1595795321
475,Kouango,4.99,19.96,71.2,95,100,1.81,CF,1595795322
476,De Aar,-30.65,24.01,47.21,55,0,14.67,ZA,1595795323
477,Buala,-8.14,159.59,79.77,84,67,10.16,SB,1595795324
478,San Francisco,37.77,-122.42,71.6,60,20,18.34,US,1595795326
479,Ndago,-4.6,34.35,63.95,43,0,10.45,TZ,1595795327
480,Kokopo,-4.35,152.26,76.23,82,82,5.41,PG,1595795328
481,Melfi,41.0,15.65,77.0,53,5,3.36,IT,1595795329
482,Labuhan,-6.88,112.21,72.73,85,58,6.87,ID,1595795330
483,Sterling,39.01,-77.43,95.0,41,0,11.99,US,1595795331
484,Kingaroy,-26.53,151.83,48.2,100,90,6.93,AU,1595795333
485,Nova Olímpia,-14.8,-57.29,93.09,18,0,3.49,BR,1595795334
486,Mount Darwin,-16.77,31.58,53.71,54,0,2.86,ZW,1595795335
487,Rabak,13.18,32.74,82.08,65,59,17.58,SD,1595795336
488,Tahe,52.33,124.73,66.4,96,100,2.98,CN,1595795337
489,Dali,25.7,100.18,60.24,87,98,1.43,CN,1595795338
490,Lusambo,-4.97,23.45,74.97,31,0,1.12,CD,1595795339
491,Elliot,-31.33,27.85,41.02,85,50,3.51,ZA,1595795341
492,Palmer,42.16,-72.33,91.0,38,40,12.75,US,1595795342
493,Geraldton,-28.77,114.6,53.6,81,0,13.87,AU,1595795344
494,Tetiiv,49.38,29.66,65.86,87,100,8.01,UA,1595795192
495,Muli,2.92,73.57,82.45,73,100,7.72,MV,1595795346
496,Kuminskiy,58.67,66.57,55.6,72,36,3.83,RU,1595795347
497,Saint-Nazaire,47.28,-2.2,64.4,77,0,8.05,FR,1595795348
498,Caravelas,-17.71,-39.25,73.85,78,6,6.4,BR,1595795117
499,Deputatsky,69.3,139.9,54.57,80,17,4.65,RU,1595795350
500,Umluj,25.02,37.27,95.52,38,91,7.31,SA,1595795351
501,Tigil',57.8,158.67,53.31,76,0,4.97,RU,1595795353
502,Okha,53.57,142.95,51.03,90,0,8.12,RU,1595795354
503,Sinazongwe,-17.26,27.46,63.12,50,0,3.33,ZM,1595795355
504,Krasnogvardeyskoye,45.85,41.52,75.22,38,1,11.86,RU,1595795356
505,Katsuura,35.13,140.3,78.8,88,75,13.87,JP,1595795357
506,Whitefish,48.41,-114.34,81.0,27,1,4.7,US,1595795176
507,Tolmezzo,46.41,13.02,71.01,88,100,1.99,IT,1595795360
508,Christchurch,-43.53,172.63,39.0,100,0,4.7,NZ,1595795072
509,Bahía Honda,22.9,-83.16,86.4,71,100,10.0,CU,1595795362
510,Rio Grande,-32.03,-52.1,59.0,58,100,11.41,BR,1595795272
511,Damnoen Saduak,13.52,99.95,81.0,81,100,3.69,TH,1595795364
512,Tacoronte,28.48,-16.41,72.0,88,40,19.46,ES,1595795365
513,Tezu,27.92,96.17,76.62,76,82,2.66,IN,1595795367
514,San Policarpo,12.18,125.51,78.82,86,27,3.51,PH,1595795368
515,Djenné,13.91,-4.55,91.58,43,24,8.95,ML,1595795369
516,Margate,51.38,1.39,64.99,78,100,1.99,GB,1595795370
517,Ciudad Bolivar,8.12,-63.55,90.39,53,99,3.78,VE,1595795371
518,Filingué,14.35,3.32,94.5,38,28,3.76,NE,1595795372
519,Lavrentiya,65.58,-171.0,60.55,61,90,16.62,RU,1595795373
520,Alekseyevskoye,55.31,50.11,59.0,82,59,4.47,RU,1595795374
521,Pampa,35.54,-100.96,95.0,30,40,8.05,US,1595795376
522,Rocha,-34.48,-54.33,52.54,81,100,6.89,UY,1595795377
523,Mana,5.66,-53.78,82.99,73,17,9.04,GF,1595795378
524,Safford,32.83,-109.71,93.2,34,1,4.7,US,1595795379
525,Murray Bridge,-35.12,139.27,51.01,94,4,1.99,AU,1595795380
526,Benguela,-12.58,13.41,67.93,88,8,3.09,AO,1595795381
527,Voznesen'ye,61.01,35.48,61.59,88,3,0.47,RU,1595795382
528,Shouguang,36.88,118.74,68.38,92,33,1.1,CN,1595795384
529,Vao,-22.67,167.48,70.9,83,1,20.38,NC,1595795385
530,Taoudenni,22.68,-3.98,105.37,10,8,10.74,ML,1595795386
531,Manokwari,-0.87,134.08,80.15,77,100,9.86,ID,1595795387
532,Médéa,36.26,2.75,78.8,78,0,6.93,DZ,1595795388
533,Haverfordwest,51.8,-4.97,64.99,88,100,27.51,GB,1595795300
534,Walvis Bay,-22.96,14.51,73.4,25,0,11.41,NA,1595795390
535,Zyryanka,65.75,150.85,71.91,63,100,9.82,RU,1595795392
536,Polunochnoye,60.87,60.42,58.5,79,94,3.09,RU,1595795393
537,Nanortalik,60.14,-45.24,46.17,83,63,3.98,GL,1595795322
538,Poum,-20.23,164.02,72.91,81,0,18.07,NC,1595795395
539,Tamiahua,21.27,-97.45,89.08,67,100,17.63,MX,1595795396
540,Kigoma,-4.88,29.63,68.0,72,0,3.6,TZ,1595795397
541,Khandyga,62.67,135.6,60.04,91,33,2.68,RU,1595795398
542,Broken Hill,-31.95,141.43,48.2,76,38,14.99,AU,1595795399
543,Beni,0.5,29.47,62.98,100,20,0.47,CD,1595795401
544,Manzhouli,49.6,117.43,65.08,73,17,4.41,CN,1595795402
545,Gohpur,26.88,93.63,77.86,92,100,2.21,IN,1595795403
546,Tarko-Sale,64.92,77.78,46.99,86,38,13.44,RU,1595795404
547,Daşoguz,41.84,59.97,80.6,51,0,4.7,TM,1595795405
548,Bolgar,54.95,49.07,60.8,77,31,4.47,RU,1595795406
549,Kiryat Gat,31.61,34.76,82.0,76,6,1.99,IL,1595795407
550,Keshod,21.3,70.25,81.48,85,0,3.31,IN,1595795408
551,Terråk,65.09,12.37,66.2,59,97,20.8,NO,1595795410
552,Victoriaville,46.05,-71.97,82.0,78,90,3.36,CA,1595795122
553,Burē,10.7,37.07,55.78,97,100,2.86,ET,1595795412
554,Nālūt,30.33,10.85,85.15,21,0,15.57,LY,1595795413
555,Nyurba,63.28,118.33,51.31,90,51,2.1,RU,1595795414
556,Half Moon Bay,37.46,-122.43,73.0,72,5,11.41,US,1595795415
557,Katherine,-14.47,132.27,55.4,50,0,8.05,AU,1595795416
558,Salekhard,66.53,66.6,47.7,86,2,7.83,RU,1595795418
